wo_plano_drive_1;wo_plano_drive_2;wo_plano_mean
-0,216;-0,008;-0,112
-0,275;-0,003;-0,139
-0,219;-0,139;-0,179
-0,14;-0,246;-0,193
-0,087;-0,156;-0,1215
-0,21;-0,23;-0,22
-0,145;0;-0,0725
-0,267;-0,11;-0,1885
-0,419;-0,149;-0,284
-0,444;-0,202;-0,323
-0,015;-0,285;-0,15
0;-0,542;-0,271
-0,075;-0,343;-0,209
-0,185;0;-0,0925
0;0;0
-0,166;-0,305;-0,2355
-0,282;-0,285;-0,2835
-0,235;-0,208;-0,2215
-0,195;0;-0,0975
-0,162;0;-0,081
-0,159;-0,093;-0,126
0;-0,247;-0,1235
-0,351;-0,38;-0,3655
-0,597;-0,452;-0,5245
-0,613;-0,352;-0,4825
-0,564;-0,378;-0,471
-0,706;-0,546;-0,626
-0,646;-0,638;-0,642
-0,644;-0,482;-0,563
-0,487;-0,396;-0,4415
-0,385;-0,597;-0,491
-0,418;-0,651;-0,5345
-0,569;-0,504;-0,5365
-0,358;-0,487;-0,4225
-0,256;-0,579;-0,4175
-0,524;-0,393;-0,4585
-0,661;-0,16;-0,4105
-0,397;-0,199;-0,298
-0,282;-0,171;-0,2265
-0,329;-0,576;-0,4525
-0,664;-0,543;-0,6035
-0,673;-0,336;-0,5045
-0,518;-0,273;-0,3955
-0,209;-0,262;-0,2355
-0,182;-0,294;-0,238
-0,136;-0,463;-0,2995
-0,217;-0,29;-0,2535
-0,375;-0,404;-0,3895
-0,435;-0,352;-0,3935
-0,469;-0,402;-0,4355
-0,294;-0,242;-0,268
-0,285;0;-0,1425
-0,132;-0,101;-0,1165
-0,104;-0,143;-0,1235
-0,067;-0,291;-0,179
0;-0,313;-0,1565
-0,202;-0,056;-0,129
-0,197;-0,007;-0,102
-0,332;-0,07;-0,201
-0,157;0;-0,0785
-0,138;-0,049;-0,0935
0;-0,177;-0,0885
-0,162;-0,324;-0,243
-0,171;-0,338;-0,2545
-0,32;-0,522;-0,421
-0,426;-0,562;-0,494
-0,55;-0,494;-0,522
-0,472;-0,477;-0,4745
-0,416;-0,657;-0,5365
-0,347;-0,631;-0,489
-0,352;-0,558;-0,455
-0,251;-0,699;-0,475
-0,424;-0,919;-0,6715
-0,45;-0,905;-0,6775
-0,455;-0,764;-0,6095
-0,167;-0,521;-0,344
-0,147;-0,536;-0,3415
-0,244;-0,611;-0,4275
-0,195;-0,375;-0,285
-0,122;0;-0,061
0;-0,045;-0,0225
0;-0,189;-0,0945
-0,254;-0,162;-0,208
-0,042;-0,021;-0,0315
-0,199;-0,317;-0,258
-0,296;-0,412;-0,354
-0,507;-0,597;-0,552
-0,527;-0,635;-0,581
-0,509;-0,623;-0,566
-0,357;-0,593;-0,475
-0,19;-0,519;-0,3545
-0,247;-0,435;-0,341
-0,338;-0,123;-0,2305
-0,14;-0,034;-0,087
-0,15;-0,15;-0,15
0;-0,165;-0,0825
-0,226;0;-0,113
-0,057;-0,068;-0,0625
-0,079;-0,386;-0,2325
-0,254;-0,521;-0,3875
-0,162;-0,425;-0,2935
-0,234;-0,342;-0,288
-0,022;-0,356;-0,189
-0,054;-0,448;-0,251
-0,352;-0,507;-0,4295
-0,536;-0,396;-0,466
-0,473;-0,691;-0,582
-0,546;-1,219;-0,8825
-0,548;-0,914;-0,731
-0,52;-0,865;-0,6925
-0,423;-0,95;-0,6865
-0,554;-0,697;-0,6255
-0,344;-0,324;-0,334
-0,054;-0,349;-0,2015
0;-0,486;-0,243
0;-0,857;-0,4285
-0,136;-1,008;-0,572
-0,347;-1,044;-0,6955
-0,284;-0,634;-0,459
-0,217;-0,784;-0,5005
-0,149;-0,355;-0,252
-0,014;-0,625;-0,3195
-0,051;-0,306;-0,1785
0;-0,432;-0,216
-0,166;-0,456;-0,311
-0,444;-0,447;-0,4455
-0,487;-0,45;-0,4685
-0,742;-0,321;-0,5315
-0,474;-0,35;-0,412
-0,74;-0,454;-0,597
-1,034;-0,573;-0,8035
-1,017;-1,03;-1,0235
-1,105;-0,808;-0,9565
-1,029;-1,097;-1,063
-0,794;-0,913;-0,8535
-0,742;-0,82;-0,781
-0,971;-0,999;-0,985
-0,885;-1,041;-0,963
-1,109;-1,03;-1,0695
-0,65;-1,072;-0,861
-0,864;-0,99;-0,927
-0,876;-1,065;-0,9705
-0,677;-1,328;-1,0025
-0,733;-1,432;-1,0825
-0,977;-1,585;-1,281
-0,901;-1,658;-1,2795
-0,647;-1,242;-0,9445
-0,536;-1,183;-0,8595
-0,792;-1,383;-1,0875
-0,765;-1,396;-1,0805
-0,851;-1,365;-1,108
-0,784;-1,573;-1,1785
-1,176;-1,832;-1,504
-1,204;-1,691;-1,4475
-1,395;-1,332;-1,3635
-1,149;-1,109;-1,129
-1,369;-0,961;-1,165
-1,362;-0,846;-1,104
-1,228;-0,791;-1,0095
-0,885;-0,92;-0,9025
-0,928;-0,752;-0,84
-1,076;-0,488;-0,782
-0,804;-0,292;-0,548
-0,615;-0,057;-0,336
-0,138;0;-0,069
0;-0,134;-0,067
-0,099;-0,225;-0,162
-0,176;-0,397;-0,2865
-0,215;-0,3;-0,2575
-0,282;-0,252;-0,267
-0,445;-0,156;-0,3005
-0,426;0;-0,213
-0,445;-0,194;-0,3195
-0,377;-0,588;-0,4825
-0,567;-1,126;-0,8465
-1,002;-1,602;-1,302
-1,307;-1,674;-1,4905
-1,526;-1,786;-1,656
-1,453;-2,122;-1,7875
-1,563;-1,927;-1,745
-1,515;-1,746;-1,6305
-1,811;-1,558;-1,6845
-1,852;-1,665;-1,7585
-1,699;-2,103;-1,901
-1,789;-2,197;-1,993
-2,05;-2,445;-2,2475
-2,052;-2,554;-2,303
-2,071;-2,643;-2,357
-2,021;-2,647;-2,334
-2,273;-3,095;-2,684
-2,731;-3,546;-3,1385
-2,976;-3,895;-3,4355
-3,337;-3,751;-3,544
-2,887;-2,78;-2,8335
-2,59;-1,519;-2,0545
-1,787;-0,046;-0,9165
-0,617;0;-0,3085
-0,123;-0,222;-0,1725
-0,112;0;-0,056
-0,184;-0,043;-0,1135
0;0;0
-0,299;0;-0,1495
-0,136;-0,053;-0,0945
0;-0,216;-0,108
-0,066;-0,11;-0,088
-0,117;-0,471;-0,294
-0,409;-0,983;-0,696
-0,905;-1,563;-1,234
-1,372;-2,442;-1,907
-1,888;-2,845;-2,3665
-2,439;-2,989;-2,714
-2,369;-3,149;-2,759
-2,302;-3,282;-2,792
-2,313;-3,567;-2,94
-2,647;-3,919;-3,283
-2,776;-3,834;-3,305
-3,365;-3,3;-3,3325
-2,936;-3,534;-3,235
-2,994;-3,457;-3,2255
-3,038;-3,289;-3,1635
-3,282;-3,323;-3,3025
-3,09;-3,434;-3,262
-3,067;-3,328;-3,1975
-3,009;-3,181;-3,095
-3,107;-3,119;-3,113
-3,067;-2,959;-3,013
-2,863;-2,59;-2,7265
-2,531;-2,185;-2,358
-1,967;-1,509;-1,738
-1,655;-1,284;-1,4695
-1,442;-1,284;-1,363
-1,305;-1,454;-1,3795
-1,395;-1,396;-1,3955
-1,7;-1,456;-1,578
-1,483;-0,834;-1,1585
-1,065;-0,661;-0,863
-0,419;-0,626;-0,5225
-0,472;-0,324;-0,398
-0,533;-0,527;-0,53
-0,622;-0,51;-0,566
-0,472;-0,314;-0,393
-0,364;0;-0,182
-0,166;-0,089;-0,1275
0;-0,162;-0,081
0;-0,193;-0,0965
-0,319;0;-0,1595
-0,268;-0,003;-0,1355
0;0;0
-0,068;-0,275;-0,1715
0;-0,392;-0,196
-0,339;-0,355;-0,347
-0,127;-0,495;-0,311
-0,186;-0,811;-0,4985
-0,363;-1,1;-0,7315
-0,807;-1,007;-0,907
-0,712;-1,022;-0,867
-0,915;-1,207;-1,061
-1,21;-1,05;-1,13
-1,404;-1,024;-1,214
-1,268;-1,307;-1,2875
-1,361;-1,442;-1,4015
-1,531;-1,568;-1,5495
-1,825;-1,29;-1,5575
-1,488;-1,331;-1,4095
-1,148;-1,13;-1,139
-1,019;-1,947;-1,483
-1,118;-1,844;-1,481
-1,196;-1,165;-1,1805
-0,858;-0,717;-0,7875
-0,208;-0,714;-0,461
-0,096;-0,863;-0,4795
-0,394;-0,916;-0,655
-0,807;-1,05;-0,9285
-1,246;-1,428;-1,337
-1,365;-1,656;-1,5105
-1,457;-1,394;-1,4255
-1,097;-1,521;-1,309
-1,027;-1,801;-1,414
-1,254;-1,933;-1,5935
-1,068;-1,524;-1,296
-0,877;-1,474;-1,1755
-0,809;-1,468;-1,1385
-0,81;-1,528;-1,169
-1,034;-1,692;-1,363
-1,125;-2,084;-1,6045
-1,155;-1,817;-1,486
-1,313;-2,112;-1,7125
-1,248;-1,799;-1,5235
-1,068;-1,792;-1,43
-0,882;-1,956;-1,419
-0,714;-1,824;-1,269
-0,453;-1,872;-1,1625
-0,388;-1,959;-1,1735
-0,448;-1,581;-1,0145
-0,637;-1,331;-0,984
-0,41;-1,19;-0,8
-0,258;-0,948;-0,603
-0,195;-0,9;-0,5475
-0,409;-0,664;-0,5365
-0,42;-0,614;-0,517
-0,506;-0,264;-0,385
-0,282;-0,208;-0,245
-0,156;-0,205;-0,1805
0;-0,384;-0,192
-0,459;-0,571;-0,515
-0,479;-1,297;-0,888
-0,927;-1,69;-1,3085
-1,503;-0,914;-1,2085
-0,943;-0,393;-0,668
-0,055;0;-0,0275
-0,214;-0,354;-0,284
-0,267;0;-0,1335
-0,254;-0,036;-0,145
0;-0,22;-0,11
-0,092;-0,323;-0,2075
-0,24;-0,411;-0,3255
-0,362;-0,481;-0,4215
-0,327;-0,432;-0,3795
-0,303;-0,559;-0,431
-0,344;-0,637;-0,4905
-0,281;-0,623;-0,452
-0,425;-0,494;-0,4595
-0,464;-0,623;-0,5435
-0,374;-0,686;-0,53
-0,279;-0,097;-0,188
-0,201;0;-0,1005
0;-0,122;-0,061
-0,161;-0,154;-0,1575
-0,269;-0,121;-0,195
-0,234;0;-0,117
0;-0,141;-0,0705
0;-0,522;-0,261
-0,263;-0,685;-0,474
-0,626;-0,767;-0,6965
-0,448;-1,253;-0,8505
-0,68;-1,076;-0,878
-0,815;-1,016;-0,9155
-0,659;-0,909;-0,784
-0,377;-0,725;-0,551
-0,281;-0,759;-0,52
-0,58;-1,021;-0,8005
-0,894;-1,08;-0,987
-0,937;-1,802;-1,3695
-1,303;-1,577;-1,44
-1,597;-1,692;-1,6445
-1,725;-2,081;-1,903
-1,995;-2,345;-2,17
-1,958;-2,519;-2,2385
-2,424;-2,402;-2,413
-2,409;-2,311;-2,36
-2,228;-2,035;-2,1315
-2,432;-1,64;-2,036
-2,185;-1,356;-1,7705
-1,846;-1,34;-1,593
-1,712;-1,568;-1,64
-1,676;-1,521;-1,5985
-1,549;-1,791;-1,67
-1,597;-1,715;-1,656
-1,795;-1,781;-1,788
-1,737;-1,55;-1,6435
-1,519;-1,16;-1,3395
-1,05;-1,261;-1,1555
-1,117;-1,019;-1,068
-1,16;-1,169;-1,1645
-1,046;-1,056;-1,051
-0,954;-1,113;-1,0335
-0,937;-0,939;-0,938
-1,091;-0,969;-1,03
-0,765;-1,14;-0,9525
-0,835;-0,906;-0,8705
-0,404;-0,68;-0,542
-0,34;-0,668;-0,504
-0,345;-0,71;-0,5275
-0,289;-0,585;-0,437
-0,556;-0,505;-0,5305
-0,317;-0,095;-0,206
-0,13;0;-0,065
0;-0,061;-0,0305
-0,182;-0,201;-0,1915
-0,303;-0,212;-0,2575
-0,452;-0,326;-0,389
-0,322;-0,179;-0,2505
-0,421;0;-0,2105
-0,131;0;-0,0655
0;-0,138;-0,069
-0,126;-0,169;-0,1475
-0,222;0;-0,111
-0,038;-0,065;-0,0515
0;-0,278;-0,139
-0,059;-0,363;-0,211
-0,493;-0,602;-0,5475
-0,546;-0,654;-0,6
-0,384;-0,544;-0,464
-0,678;-0,352;-0,515
-0,14;-0,174;-0,157
-0,333;0;-0,1665
0;-0,153;-0,0765
-0,022;-0,151;-0,0865
-0,01;-0,166;-0,088
0;-0,331;-0,1655
-0,132;-0,377;-0,2545
-0,173;-0,467;-0,32
-0,224;-0,369;-0,2965
-0,352;-0,322;-0,337
-0,249;0;-0,1245
-0,019;-0,068;-0,0435
0;-0,118;-0,059
-0,222;-0,519;-0,3705
-0,215;-0,358;-0,2865
-0,298;-0,254;-0,276
-0,209;-0,324;-0,2665
-0,096;-0,462;-0,279
-0,348;-0,452;-0,4
-0,405;-0,329;-0,367
-0,363;-0,539;-0,451
-0,553;-0,776;-0,6645
-0,691;-0,721;-0,706
-0,661;-0,447;-0,554
-0,576;-0,517;-0,5465
-0,537;-0,671;-0,604
-0,589;-0,653;-0,621
-0,737;-1,029;-0,883
-0,798;-1,144;-0,971
-0,835;-1,341;-1,088
-0,866;-1,359;-1,1125
-1,085;-1,126;-1,1055
-0,689;-0,896;-0,7925
-0,451;-0,556;-0,5035
-0,43;-0,264;-0,347
-0,264;-0,359;-0,3115
-0,473;-0,433;-0,453
-0,767;-0,366;-0,5665
-0,881;-0,539;-0,71
-0,642;-0,597;-0,6195
-0,761;-0,454;-0,6075
-0,762;-0,329;-0,5455
-0,833;-0,432;-0,6325
-1,039;-0,739;-0,889
-0,702;-0,983;-0,8425
-0,552;-1,192;-0,872
-0,564;-1,339;-0,9515
-0,536;-1,56;-1,048
-0,709;-1,63;-1,1695
-0,939;-1,807;-1,373
-1,082;-1,975;-1,5285
-1,347;-1,807;-1,577
-1,379;-1,693;-1,536
-1,49;-1,78;-1,635
-1,66;-1,745;-1,7025
-1,431;-1,659;-1,545
-1,31;-1,72;-1,515
-1,085;-1,905;-1,495
-1,031;-2,265;-1,648
-1,472;-2,385;-1,9285
-1,726;-2,275;-2,0005
-1,518;-1,862;-1,69
-1,289;-1,698;-1,4935
-1,039;-1,421;-1,23
-0,84;-1,086;-0,963
-0,608;-0,979;-0,7935
-0,554;-0,701;-0,6275
-0,525;-0,534;-0,5295
-0,476;-0,29;-0,383
-0,182;-0,103;-0,1425
-0,143;0;-0,0715
-0,049;-0,035;-0,042
-0,107;0;-0,0535
0;-0,128;-0,064
-0,139;-0,487;-0,313
-0,282;-0,726;-0,504
-0,386;-0,833;-0,6095
-0,537;-1,018;-0,7775
-0,719;-1,094;-0,9065
-0,626;-0,994;-0,81
-0,586;-1,125;-0,8555
-0,64;-1,004;-0,822
-0,679;-1,085;-0,882
-0,691;-1,054;-0,8725
-0,698;-1,005;-0,8515
-0,699;-0,949;-0,824
-0,903;-0,897;-0,9
-0,819;-0,687;-0,753
-0,728;-0,6;-0,664
-0,497;-0,592;-0,5445
-0,628;-0,393;-0,5105
-0,543;-0,457;-0,5
-0,423;-0,572;-0,4975
-0,58;-0,765;-0,6725
-0,417;-0,855;-0,636
-0,639;-0,864;-0,7515
-0,692;-0,391;-0,5415
-0,381;-0,319;-0,35
-0,122;-0,403;-0,2625
-0,093;-0,285;-0,189
-0,083;-0,192;-0,1375
0;-0,395;-0,1975
-0,082;-0,509;-0,2955
-0,289;-0,863;-0,576
-0,441;-0,625;-0,533
-0,274;-0,431;-0,3525
-0,078;-0,506;-0,292
-0,221;-0,651;-0,436
-0,65;-1,176;-0,913
-0,83;-0,898;-0,864
-1,14;-1,081;-1,1105
-1,118;-1,203;-1,1605
-1,128;-1,356;-1,242
-1,188;-1,109;-1,1485
-1,202;-1,031;-1,1165
-1,442;-1,002;-1,222
-1,542;-0,923;-1,2325
-1,379;-0,941;-1,16
-1,328;-0,994;-1,161
-1,33;-0,949;-1,1395
-1,322;-0,673;-0,9975
-1,166;-0,625;-0,8955
-1,175;-0,684;-0,9295
-1,257;-0,57;-0,9135
-1,195;-0,397;-0,796
-1,013;-0,495;-0,754
-0,836;-0,22;-0,528
-0,71;-0,109;-0,4095
-0,193;-0,032;-0,1125
0;-0,091;-0,0455
-0,108;-0,359;-0,2335
-0,302;-0,597;-0,4495
-0,551;-0,727;-0,639
-0,709;-0,721;-0,715
-0,682;-0,632;-0,657
-0,703;-0,754;-0,7285
-0,629;-0,895;-0,762
-0,667;-0,877;-0,772
-0,657;-0,948;-0,8025
-0,627;-0,83;-0,7285
-0,738;-0,747;-0,7425
-0,655;-0,654;-0,6545
-0,528;-0,469;-0,4985
-0,481;-0,28;-0,3805
-0,333;-0,142;-0,2375
-0,298;-0,21;-0,254
-0,188;-0,264;-0,226
-0,083;-0,098;-0,0905
-0,001;-0,022;-0,0115
-0,004;-0,176;-0,09
-0,106;-0,158;-0,132
-0,377;-0,21;-0,2935
-0,218;-0,121;-0,1695
-0,277;0;-0,1385
-0,219;-0,054;-0,1365
0;-0,036;-0,018
-0,335;-0,12;-0,2275
-0,446;-0,214;-0,33
-0,257;-0,424;-0,3405
-0,342;-0,211;-0,2765
-0,252;-0,143;-0,1975
-0,04;-0,181;-0,1105
-0,146;-0,411;-0,2785
-0,309;-0,65;-0,4795
-0,649;-0,682;-0,6655
-0,642;-0,317;-0,4795
-0,375;-0,271;-0,323
0;-0,365;-0,1825
-0,044;-0,204;-0,124
-0,031;-0,098;-0,0645
-0,035;-0,059;-0,047
0;-0,364;-0,182
-0,593;-0,691;-0,642
-0,531;-0,268;-0,3995
-0,297;-0,332;-0,3145
-0,255;-0,277;-0,266
-0,46;-0,366;-0,413
-0,526;-0,417;-0,4715
-0,574;-0,39;-0,482
-0,571;-0,298;-0,4345
-0,205;-0,394;-0,2995
-0,197;-0,282;-0,2395
-0,078;-0,263;-0,1705
-0,197;-0,116;-0,1565
-0,178;-0,198;-0,188
-0,172;-0,554;-0,363
-0,216;-0,72;-0,468
-0,574;-0,66;-0,617
-0,465;-0,807;-0,636
-0,919;-1,164;-1,0415
-1,03;-1,113;-1,0715
-0,892;-0,978;-0,935
-0,626;-0,877;-0,7515
-0,841;-0,913;-0,877
-0,76;-0,848;-0,804
-0,77;-0,711;-0,7405
-0,661;-0,826;-0,7435
-0,831;-1,09;-0,9605
-1,221;-0,996;-1,1085
-1,54;-1,147;-1,3435
-1,518;-1,174;-1,346
-1,494;-1,408;-1,451
-1,763;-1,253;-1,508
-1,84;-1,18;-1,51
-1,678;-1,166;-1,422
-1,534;-0,737;-1,1355
-1,497;-0,66;-1,0785
-1,069;-0,734;-0,9015
-0,876;-0,602;-0,739
-0,569;-0,402;-0,4855
-0,652;-0,41;-0,531
-0,61;-0,436;-0,523
-0,696;-0,323;-0,5095
-0,639;-0,371;-0,505
-0,534;-0,476;-0,505
-0,617;-0,485;-0,551
-0,664;-0,204;-0,434
-0,25;0;-0,125
-0,17;-0,166;-0,168
0;-0,075;-0,0375
-0,129;-0,329;-0,229
-0,3;-0,329;-0,3145
-0,262;-0,12;-0,191
-0,48;-0,03;-0,255
-0,119;-0,081;-0,1
0;0;0
-0,322;-0,144;-0,233
-0,275;-0,142;-0,2085
-0,359;-0,201;-0,28
-0,479;-0,272;-0,3755
-0,43;-0,186;-0,308
-0,541;0;-0,2705
-0,314;0;-0,157
-0,131;0;-0,0655
-0,15;-0,302;-0,226
-0,341;-0,271;-0,306
-0,547;-0,235;-0,391
-0,392;-0,188;-0,29
-0,33;-0,135;-0,2325
-0,511;-0,265;-0,388
-0,516;-0,047;-0,2815
-0,454;-0,107;-0,2805
-0,431;0;-0,2155
-0,963;-0,016;-0,4895
-1,802;-0,197;-0,9995
-2,185;-0,257;-1,221
-2,693;-0,8;-1,7465
-3,53;-0,757;-2,1435
-3,837;-0,17;-2,0035
-3,626;0;-1,813
-3,3;-0,238;-1,769
-3,395;-0,469;-1,932
-4,235;-0,378;-2,3065
-4,592;-0,257;-2,4245
-4,697;-0,355;-2,526
-4,588;-0,504;-2,546
-4,766;-0,702;-2,734
-5,035;-0,662;-2,8485
-5,322;-0,719;-3,0205
-4,961;-0,611;-2,786
-4,975;-0,727;-2,851
-5,012;-1,094;-3,053
-5,048;-0,775;-2,9115
-4,118;-0,907;-2,5125
-3,124;-0,67;-1,897
-2,439;-0,337;-1,388
-1,325;-0,259;-0,792
-0,619;-0,249;-0,434
-0,538;-0,088;-0,313
-0,579;-0,473;-0,526
-0,993;-0,395;-0,694
-0,911;-0,265;-0,588
-0,73;-0,389;-0,5595
-1,039;-0,667;-0,853
-1,122;-1,07;-1,096
-1,567;-0,996;-1,2815
-1,603;-0,29;-0,9465
-1,064;0;-0,532
-0,444;-0,036;-0,24
-0,5;-0,401;-0,4505
-0,839;-0,467;-0,653
-0,86;-0,376;-0,618
-0,712;-0,325;-0,5185
-0,379;-0,275;-0,327
-0,231;-0,466;-0,3485
-0,245;-0,307;-0,276
-0,353;-0,32;-0,3365
-0,311;-0,424;-0,3675
-0,163;-0,625;-0,394
-0,339;-0,202;-0,2705
-0,307;-0,272;-0,2895
-0,257;-0,19;-0,2235
-0,398;-0,123;-0,2605
-0,523;0;-0,2615
-0,239;-0,136;-0,1875
-0,255;-0,022;-0,1385
-0,125;-0,256;-0,1905
-0,037;-0,407;-0,222
0;-0,448;-0,224
-0,421;-0,426;-0,4235
-0,495;-0,636;-0,5655
-0,508;-0,748;-0,628
-0,523;-0,801;-0,662
-0,884;-0,948;-0,916
-0,974;-0,523;-0,7485
-0,79;-0,579;-0,6845
-0,851;-0,433;-0,642
-0,937;-0,444;-0,6905
-1,237;-0,389;-0,813
-1,316;-0,395;-0,8555
-1,529;-0,416;-0,9725
-1,933;-0,506;-1,2195
-1,562;-0,623;-1,0925
-1,097;-0,262;-0,6795
-1,26;-0,391;-0,8255
-1,394;-0,594;-0,994
-1,298;-0,279;-0,7885
-1,262;-0,155;-0,7085
-0,767;-0,147;-0,457
-0,589;-0,399;-0,494
-0,951;-0,623;-0,787
-1,157;-0,345;-0,751
-0,961;-0,074;-0,5175
-0,372;-0,116;-0,244
0;0;0
-0,151;-0,106;-0,1285
-0,26;0;-0,13
-0,169;-0,306;-0,2375
-0,503;-0,29;-0,3965
-0,902;-0,302;-0,602
-0,674;-0,376;-0,525
-0,85;-0,507;-0,6785
-0,816;-0,521;-0,6685
-0,805;-0,495;-0,65
-0,848;-0,237;-0,5425
-0,801;-0,018;-0,4095
-0,545;-0,178;-0,3615
-0,674;-0,25;-0,462
-0,794;-0,243;-0,5185
-0,724;-0,419;-0,5715
-0,529;-0,295;-0,412
-0,42;-0,286;-0,353
-0,633;-0,677;-0,655
-0,657;-0,584;-0,6205
-0,518;-0,285;-0,4015
-0,444;-0,158;-0,301
-0,201;-0,278;-0,2395
0;-0,644;-0,322
-0,157;-0,57;-0,3635
-0,346;-0,703;-0,5245
-0,397;-0,696;-0,5465
-0,45;-0,595;-0,5225
-0,476;-0,738;-0,607
-0,284;-0,273;-0,2785
-0,317;-0,089;-0,203
-0,266;-0,02;-0,143
-0,242;-0,184;-0,213
-0,412;-0,231;-0,3215
-0,305;-0,371;-0,338
-0,148;-0,623;-0,3855
-0,036;-0,578;-0,307
-0,219;-0,775;-0,497
-0,451;-0,759;-0,605
-0,308;-0,601;-0,4545
-0,439;-0,584;-0,5115
-0,284;-0,463;-0,3735
-0,404;-0,435;-0,4195
-0,195;-0,537;-0,366
0;-0,711;-0,3555
-0,123;-0,855;-0,489
-0,375;-1,118;-0,7465
-0,491;-1,136;-0,8135
-0,743;-0,614;-0,6785
-0,641;-0,639;-0,64
-0,433;-0,399;-0,416
-0,463;-0,305;-0,384
-0,171;0;-0,0855
-0,021;-0,151;-0,086
0;-0,455;-0,2275
-0,196;-0,537;-0,3665
-0,342;-0,476;-0,409
-0,185;-0,496;-0,3405
-0,236;-0,588;-0,412
-0,316;-0,512;-0,414
-0,457;-0,447;-0,452
-0,572;-0,195;-0,3835
-0,172;-0,095;-0,1335
-0,137;-0,113;-0,125
-0,086;-0,018;-0,052
-0,172;0;-0,086
-0,101;0;-0,0505
-0,232;-0,14;-0,186
-0,412;-0,128;-0,27
-0,049;-0,163;-0,106
0;-0,475;-0,2375
-0,119;-0,385;-0,252
-0,506;-0,473;-0,4895
-0,513;-0,537;-0,525
-0,592;-0,463;-0,5275
-0,427;-0,424;-0,4255
-0,493;-0,032;-0,2625
-0,275;-0,169;-0,222
-0,166;-0,232;-0,199
-0,356;-0,32;-0,338
-0,33;-0,447;-0,3885
-0,478;-0,456;-0,467
-0,657;-0,77;-0,7135
-0,653;-0,933;-0,793
-0,707;-1,105;-0,906
-0,933;-0,98;-0,9565
-1,247;-1,085;-1,166
-1,324;-1,208;-1,266
-1,083;-1,362;-1,2225
-1,171;-1,327;-1,249
-1,141;-1,038;-1,0895
-1,036;-0,88;-0,958
-0,587;-1,282;-0,9345
-0,716;-0,839;-0,7775
-0,707;-0,994;-0,8505
-0,869;-1,172;-1,0205
-0,771;-1,12;-0,9455
-0,86;-0,98;-0,92
-0,93;-1,176;-1,053
-1,042;-1,012;-1,027
-0,8;-0,948;-0,874
-0,964;-0,775;-0,8695
-0,841;-0,442;-0,6415
-0,626;-0,167;-0,3965
-0,141;0;-0,0705
0;-0,222;-0,111
-0,263;-0,243;-0,253
-0,432;-0,289;-0,3605
-0,541;-0,45;-0,4955
-0,674;-0,791;-0,7325
-0,838;-0,89;-0,864
-0,969;-0,888;-0,9285
-0,979;-0,726;-0,8525
-0,995;-0,419;-0,707
-0,802;-0,149;-0,4755
-0,684;-0,184;-0,434
-0,636;-0,265;-0,4505
-0,56;-0,336;-0,448
-0,293;-0,531;-0,412
-0,647;-0,585;-0,616
-0,745;-0,872;-0,8085
-0,885;-0,898;-0,8915
-0,668;-1,068;-0,868
-0,832;-0,956;-0,894
-0,785;-0,789;-0,787
-0,234;-0,43;-0,332
-0,165;-0,695;-0,43
-0,363;-1,146;-0,7545
-0,728;-1,208;-0,968
-0,878;-1,463;-1,1705
-1,031;-1,59;-1,3105
-1,399;-1,82;-1,6095
-1,611;-1,6;-1,6055
-1,646;-1,913;-1,7795
-1,778;-1,711;-1,7445
-1,963;-1,477;-1,72
-1,754;-1,291;-1,5225
-1,818;-1,24;-1,529
-1,457;-0,95;-1,2035
-1,26;-1,026;-1,143
-1,24;-0,774;-1,007
-0,904;-0,822;-0,863
-0,862;-0,777;-0,8195
-1,038;-0,857;-0,9475
-0,979;-1,132;-1,0555
-1,154;-1,33;-1,242
-1,382;-0,521;-0,9515
-0,899;0;-0,4495
-0,174;-0,066;-0,12
0;-0,335;-0,1675
-0,525;-0,325;-0,425
-0,424;-0,175;-0,2995
-0,337;-0,297;-0,317
-0,258;-0,382;-0,32
-0,39;-0,275;-0,3325
-0,219;-0,183;-0,201
-0,396;-0,221;-0,3085
-0,484;-0,341;-0,4125
-0,25;-0,171;-0,2105
-0,168;-0,182;-0,175
-0,126;-0,241;-0,1835
0;-0,277;-0,1385
-0,184;-0,545;-0,3645
-0,147;-0,577;-0,362
-0,389;-0,524;-0,4565
-0,21;-0,371;-0,2905
-0,332;-0,195;-0,2635
-0,304;-0,345;-0,3245
-0,473;-0,478;-0,4755
-0,669;-0,813;-0,741
-0,707;-0,855;-0,781
-1,003;-0,821;-0,912
-1,171;-1,158;-1,1645
-0,986;-1,54;-1,263
-1,089;-0,989;-1,039
-1,13;-1,227;-1,1785
-1,021;-0,666;-0,8435
-0,778;-0,034;-0,406
-0,03;0;-0,015
0;-0,187;-0,0935
-0,144;-0,715;-0,4295
-0,72;-0,975;-0,8475
-1,06;-1,003;-1,0315
-1,041;-0,768;-0,9045
-0,909;-0,885;-0,897
-0,991;-1,094;-1,0425
-1,392;-0,933;-1,1625
-1,242;-0,69;-0,966
-0,944;-0,366;-0,655
-0,715;-0,383;-0,549
-0,422;-0,383;-0,4025
-0,433;-0,336;-0,3845
-0,409;-0,411;-0,41
-0,407;-0,262;-0,3345
-0,456;-0,604;-0,53
-0,735;-0,507;-0,621
-0,904;-0,466;-0,685
-0,689;-0,438;-0,5635
-0,663;-0,695;-0,679
-0,861;-0,521;-0,691
-1,044;-0,265;-0,6545
-0,638;-0,33;-0,484
